NAME,GEO_ID,total_population,female_population,median_gross_rent_in_dollars,median_household_income_past12months,male_bachelors_degree_25yrs_above,female_bachelors_degree_25yrs_above,state,county
"Baldwin County, Alabama","0500000US01003","218022","112585","1057","56813","16439","15771","01","003"
"Calhoun County, Alabama","0500000US01015","114277","59223","743","45818","3301","4613","01","015"
"Cullman County, Alabama","0500000US01043","83442","42648","710","44612","2681","2235","01","043"
"DeKalb County, Alabama","0500000US01049","71385","36337","670","36998","1608","2323","01","049"
"Elmore County, Alabama","0500000US01051","81887","41899","837","60796","4617","5529","01","051"
"Etowah County, Alabama","0500000US01055","102501","53671","685","45868","3823","4853","01","055"
"Houston County, Alabama","0500000US01069","104722","54322","731","48105","4712","4871","01","069"
"Jefferson County, Alabama","0500000US01073","659300","347141","917","55206","41693","53001","01","073"
"Lauderdale County, Alabama","0500000US01077","92387","46741","632","49014","4307","5455","01","077"
"Lee County, Alabama","0500000US01081","163941","83109","805","46456","8814","10908","01","081"
"Limestone County, Alabama","0500000US01083","96174","46976","691","67000","6663","5975","01","083"
"Madison County, Alabama","0500000US01089","366519","187555","858","63111","33188","34789","01","089"
"Marshall County, Alabama","0500000US01095","96109","48871","645","47528","4950","4366","01","095"
"Mobile County, Alabama","0500000US01097","413757","216748","824","43061","17328","23811","01","097"
"Montgomery County, Alabama","0500000US01101","225763","119150","893","49989","11604","14695","01","101"
"Morgan County, Alabama","0500000US01103","119089","59873","710","53260","7461","6976","01","103"
"St. Clair County, Alabama","0500000US01115","88690","43757","849","56602","4113","3725","01","115"
"Shelby County, Alabama","0500000US01117","215707","110685","1034","71230","21103","19076","01","117"
"Talladega County, Alabama","0500000US01121","79828","41339","650","40315","2561","2641","01","121"
"Tuscaloosa County, Alabama","0500000US01125","208911","109335","852","54459","10120","13063","01","125"
"Walker County, Alabama","0500000US01127","63711","32641","554","47602","1583","1971","01","127"
"Anchorage Municipality, Alaska","0500000US02020","291538","142870","1238","83648","21273","22609","02","020"
"Fairbanks North Star Borough, Alaska","0500000US02090","98971","45574","1232","75448","4286","6265","02","090"
"Matanuska-Susitna Borough, Alaska","0500000US02170","107610","52129","1075","72667","4597","5283","02","170"
"Apache County, Arizona","0500000US04001","71818","36205","509","30207","1563","1433","04","001"
"Cochise County, Arizona","0500000US04003","126770","61775","787","50495","5682","5881","04","003"
"Coconino County, Arizona","0500000US04005","142854","72333","1234","61843","8656","9349","04","005"
"Maricopa County, Arizona","0500000US04013","4410824","2228850","1119","65252","305141","315321","04","013"
"Mohave County, Arizona","0500000US04015","209550","103954","798","46060","8654","7019","04","015"
"Navajo County, Arizona","0500000US04017","110445","55430","682","40463","2644","3290","04","017"
"Pima County, Arizona","0500000US04019","1039073","528806","887","53464","60424","69032","04","019"
"Pinal County, Arizona","0500000US04021","447138","213846","1059","59058","18063","19899","04","021"
"Yavapai County, Arizona","0500000US04025","231993","118982","864","48148","12999","16025","04","025"
"Yuma County, Arizona","0500000US04027","212128","102602","884","43403","8070","7484","04","027"
"Benton County, Arkansas","0500000US05007","272608","137492","908","67164","16717","20260","05","007"
"Craighead County, Arkansas","0500000US05031","108558","55376","732","44810","6531","5936","05","031"
"Faulkner County, Arkansas","0500000US05045","124806","64230","793","51437","7299","7920","05","045"
"Garland County, Arkansas","0500000US05051","99154","52056","790","42779","4169","5937","05","051"
"Jefferson County, Arkansas","0500000US05069","68114","34674","742","35652","1908","3739","05","069"
"Lonoke County, Arkansas","0500000US05085","73657","37458","856","53782","1924","3518","05","085"
"Pulaski County, Arkansas","0500000US05119","392680","205095","827","49613","23964","27580","05","119"
"Saline County, Arkansas","0500000US05125","121421","61884","856","63084","7047","7928","05","125"
"Sebastian County, Arkansas","0500000US05131","127753","64487","684","46826","5220","6983","05","131"
"Washington County, Arkansas","0500000US05143","236961","118873","795","50342","13269","14818","05","143"
"White County, Arkansas","0500000US05145","78727","40617","671","42270","3619","3752","05","145"
"Alameda County, California","0500000US06001","1666753","846574","1875","102125","151749","174637","06","001"
"Butte County, California","0500000US06007","231256","117520","1066","51652","12772","13610","06","007"
"Contra Costa County, California","0500000US06013","1150215","587232","1827","101618","98698","114462","06","013"
"El Dorado County, California","0500000US06017","190678","96151","1346","82742","15703","16668","06","017"
"Fresno County, California","0500000US06019","994400","498450","996","52629","37684","50795","06","019"
"Humboldt County, California","0500000US06023","136373","67651","975","50294","8737","10118","06","023"
"Imperial County, California","0500000US06025","181827","88172","775","48984","4655","6006","06","025"
"Kern County, California","0500000US06029","896764","436995","974","51579","26980","29850","06","029"
"Kings County, California","0500000US06031","151366","67775","1083","61663","4847","4636","06","031"
"Lake County, California","0500000US06033","64382","33064","1173","48554","1942","3384","06","033"
"Los Angeles County, California","0500000US06037","10105518","5122989","1479","68093","711094","771487","06","037"
"Madera County, California","0500000US06039","157672","81099","947","56305","4777","5955","06","039"
"Marin County, California","0500000US06041","259666","132367","2167","126373","30452","34163","06","041"
"Mendocino County, California","0500000US06045","87606","44589","1100","51830","4160","4962","06","045"
"Merced County, California","0500000US06047","274765","136245","1023","57745","5847","9272","06","047"
"Monterey County, California","0500000US06053","435594","214583","1511","70681","18960","21972","06","053"
"Napa County, California","0500000US06055","139417","69723","1655","87025","9325","13774","06","055"
"Nevada County, California","0500000US06057","99696","50888","1256","66299","9639","10186","06","057"
"Orange County, California","0500000US06059","3185968","1612779","1872","89759","287319","291693","06","059"
"Placer County, California","0500000US06061","393149","199853","1587","88592","36390","39797","06","061"
"Riverside County, California","0500000US06065","2450758","1229205","1374","66964","109687","116269","06","065"
"Sacramento County, California","0500000US06067","1540975","788133","1300","69767","103913","113975","06","067"
"San Bernardino County, California","0500000US06071","2171603","1090389","1275","63857","88282","103192","06","071"
"San Diego County, California","0500000US06073","3343364","1660556","1668","79079","254254","272050","06","073"
"San Francisco County, California","0500000US06075","883305","432320","1880","112376","131819","121775","06","075"
"San Joaquin County, California","0500000US06077","752660","378013","1243","64119","25373","33593","06","077"
"San Luis Obispo County, California","0500000US06079","284010","140256","1430","71148","20438","20988","06","079"
"San Mateo County, California","0500000US06081","769545","387861","2389","124425","80041","88006","06","081"
"Santa Barbara County, California","0500000US06083","446527","223119","1653","77472","25142","30426","06","083"
"Santa Clara County, California","0500000US06085","1937570","955151","2305","126606","188360","194872","06","085"
"Santa Cruz County, California","0500000US06087","274255","139389","1685","86941","18425","23646","06","087"
"Shasta County, California","0500000US06089","180040","91361","1084","56280","8163","9415","06","089"
"Solano County, California","0500000US06095","446610","224138","1633","84395","24707","33209","06","095"
"Sonoma County, California","0500000US06097","499942","255990","1655","81395","37565","41724","06","097"
"Stanislaus County, California","0500000US06099","549815","277496","1158","60321","18414","21507","06","099"
"Sutter County, California","0500000US06101","96807","49177","951","59121","4317","3885","06","101"
"Tulare County, California","0500000US06107","465861","231539","905","48817","12552","15293","06","107"
"Ventura County, California","0500000US06111","850967","430060","1747","84566","55876","61421","06","111"
"Yolo County, California","0500000US06113","220408","113400","1320","68670","12129","14356","06","113"
"Yuba County, California","0500000US06115","78041","38222","925","46574","2442","2841","06","115"
"Adams County, Colorado","0500000US08001","511868","253514","1367","70743","28113","27917","08","001"
"Arapahoe County, Colorado","0500000US08005","651215","328047","1384","76768","57281","62858","08","005"
"Boulder County, Colorado","0500000US08013","326078","162457","1498","83755","36450","38496","08","013"
"Broomfield County, Colorado","0500000US08014","69267","34557","1668","95800","8995","8804","08","014"
"Denver County, Colorado","0500000US08031","716492","357656","1330","68377","81547","80556","08","031"
"Douglas County, Colorado","0500000US08035","342776","171298","1704","119615","43658","43918","08","035"
"El Paso County, Colorado","0500000US08041","713856","353104","1194","68119","52817","54920","08","041"
"Jefferson County, Colorado","0500000US08059","580233","291617","1388","85890","58856","62241","08","059"
"Larimer County, Colorado","0500000US08069","350518","176434","1345","71091","28672","37134","08","069"
"Mesa County, Colorado","0500000US08077","153207","78313","869","49848","8728","11474","08","077"
"Pueblo County, Colorado","0500000US08101","167529","85725","775","48468","7117","9420","08","101"
"Weld County, Colorado","0500000US08123","314305","156180","1059","75938","18249","20199","08","123"
"Fairfield County, Connecticut","0500000US09001","943823","484161","1439","91079","79117","93937","09","001"
"Hartford County, Connecticut","0500000US09003","892697","458331","1095","73151","63839","71792","09","003"
"Litchfield County, Connecticut","0500000US09005","181111","91457","1012","76043","12395","13284","09","005"
"Middlesex County, Connecticut","0500000US09007","162682","84286","1167","89131","14010","12664","09","007"
"New Haven County, Connecticut","0500000US09009","857620","444677","1150","67845","51889","58542","09","009"
"New London County, Connecticut","0500000US09011","266784","133199","1115","67197","17380","18939","09","011"
"Tolland County, Connecticut","0500000US09013","150921","75798","1183","91646","11858","12024","09","013"
"Windham County, Connecticut","0500000US09015","117027","60223","954","65765","5852","6506","09","015"
"Kent County, Delaware","0500000US10001","178550","92745","1017","54419","7695","8538","10","001"
"New Castle County, Delaware","0500000US10003","559335","288219","1156","69479","38348","42403","10","003"
"Sussex County, Delaware","0500000US10005","229286","118283","1052","60277","14237","12957","10","005"
"District of Columbia, District of Columbia","0500000US11001","702455","368247","1516","85203","62807","66975","11","001"
"Alachua County, Florida","0500000US12001","269956","138527","1027","51241","18820","21207","12","001"
"Bay County, Florida","0500000US12005","185287","93435","1073","52107","9681","10021","12","005"
"Brevard County, Florida","0500000US12009","596849","307238","1074","57888","42660","44297","12","009"
"Broward County, Florida","0500000US12011","1951260","1000406","1372","57278","129278","144209","12","011"
"Charlotte County, Florida","0500000US12015","184998","94858","1050","52927","9524","12082","12","015"
"Citrus County, Florida","0500000US12017","147929","75825","880","39964","7803","6377","12","017"
"Clay County, Florida","0500000US12019","216072","108008","1118","61825","13809","12315","12","019"
"Collier County, Florida","0500000US12021","378488","193188","1257","69867","33093","32208","12","021"
"Columbia County, Florida","0500000US12023","70503","34948","850","48848","1312","2606","12","023"
"Duval County, Florida","0500000US12031","950181","490265","1082","55832","60279","66008","12","031"
"Escambia County, Florida","0500000US12033","315534","158537","965","51050","19353","17750","12","033"
"Flagler County, Florida","0500000US12035","112067","58544","1176","58963","5837","6926","12","035"
"Hernando County, Florida","0500000US12053","190865","99471","954","45977","8048","9013","12","053"
"Highlands County, Florida","0500000US12055","105424","54561","794","39796","3695","5030","12","055"
"Hillsborough County, Florida","0500000US12057","1436888","734080","1161","58480","102410","110248","12","057"
"Indian River County, Florida","0500000US12061","157413","80872","939","57508","9653","13825","12","061"
"Lake County, Florida","0500000US12069","356495","185061","1028","52096","17906","22930","12","069"
"Lee County, Florida","0500000US12071","754610","384718","1190","56129","49464","55068","12","071"
"Leon County, Florida","0500000US12073","292502","154094","976","50682","18005","24807","12","073"
"Manatee County, Florida","0500000US12081","394855","203571","1186","59956","23106","26851","12","081"
"Marion County, Florida","0500000US12083","359977","188624","901","44576","15642","19840","12","083"
"Martin County, Florida","0500000US12085","160912","81805","1166","59978","12434","14200","12","085"
"Miami-Dade County, Florida","0500000US12086","2761581","1421883","1349","52205","181693","209754","12","086"
"Monroe County, Florida","0500000US12087","75027","36536","1691","71973","5530","6145","12","087"
"Nassau County, Florida","0500000US12089","85832","43134","923","63913","5128","5814","12","089"
"Okaloosa County, Florida","0500000US12091","207269","102955","1124","63997","11747","12844","12","091"
"Orange County, Florida","0500000US12095","1380645","702756","1219","58588","99082","118107","12","095"
"Osceola County, Florida","0500000US12097","367990","188835","1296","50546","15584","22686","12","097"
"Palm Beach County, Florida","0500000US12099","1485941","766350","1369","61691","116496","131002","12","099"
"Pasco County, Florida","0500000US12101","539630","277800","1075","54208","28339","36364","12","101"
"Pinellas County, Florida","0500000US12103","975280","507513","1119","52198","75101","81548","12","103"
"Polk County, Florida","0500000US12105","708009","360926","961","51670","29396","33863","12","105"
"Putnam County, Florida","0500000US12107","74163","37549","736","41608","2018","2300","12","107"
"St. Johns County, Florida","0500000US12109","254261","129826","1200","80712","23440","26137","12","109"
"St. Lucie County, Florida","0500000US12111","321128","165225","1297","54098","16360","16345","12","111"
"Santa Rosa County, Florida","0500000US12113","179349","87501","1125","70787","12225","11164","12","113"
"Sarasota County, Florida","0500000US12115","426718","222840","1359","61683","35361","35219","12","115"
"Seminole County, Florida","0500000US12117","467832","241877","1244","67470","40273","44489","12","117"
"Sumter County, Florida","0500000US12119","128754","64634","912","53895","10825","8717","12","119"
"Volusia County, Florida","0500000US12127","547538","280284","1014","50361","32446","35268","12","127"
"Walton County, Florida","0500000US12131","71375","36741","878","62914","5177","6789","12","131"
"Barrow County, Georgia","0500000US13013","80809","40892","938","61225","3928","3049","13","013"
"Bartow County, Georgia","0500000US13015","106408","54259","876","57380","3790","4354","13","015"
"Bibb County, Georgia","0500000US13021","153095","80098","809","40495","6667","8592","13","021"
"Bulloch County, Georgia","0500000US13031","77296","39064","779","44179","3525","2939","13","031"
"Carroll County, Georgia","0500000US13045","118121","59884","874","51545","4297","6047","13","045"
"Catoosa County, Georgia","0500000US13047","67420","33979","741","56364","3998","2046","13","047"
"Chatham County, Georgia","0500000US13051","289195","150195","1060","55308","17012","20327","13","051"
"Cherokee County, Georgia","0500000US13057","254149","128862","1262","82069","25043","22888","13","057"
"Clarke County, Georgia","0500000US13059","127330","66208","844","42232","7888","8058","13","059"
"Clayton County, Georgia","0500000US13063","289615","154498","979","46646","9170","16618","13","063"
"Cobb County, Georgia","0500000US13067","756865","389924","1236","78894","76567","82130","13","067"
"Columbia County, Georgia","0500000US13073","154291","79186","1203","82024","9295","13247","13","073"
"Coweta County, Georgia","0500000US13077","145864","72824","1131","69240","10144","12175","13","077"
"DeKalb County, Georgia","0500000US13089","756558","399615","1172","64461","62812","74614","13","089"
"Dougherty County, Georgia","0500000US13095","91243","49206","738","39659","2467","3768","13","095"
"Douglas County, Georgia","0500000US13097","145331","75945","1074","60829","6971","9297","13","097"
"Fayette County, Georgia","0500000US13113","113459","58079","1227","93468","10174","10582","13","113"
"Floyd County, Georgia","0500000US13115","97927","51872","707","38462","3800","2737","13","115"
"Forsyth County, Georgia","0500000US13117","236612","119263","1393","104687","26431","26088","13","117"
"Fulton County, Georgia","0500000US13121","1050114","541235","1230","70930","102459","124605","13","121"
"Glynn County, Georgia","0500000US13127","85219","46441","974","55196","6195","5202","13","127"
"Gwinnett County, Georgia","0500000US13135","927781","475474","1309","72184","65799","71505","13","135"
"Hall County, Georgia","0500000US13139","202148","101823","984","61699","9969","10563","13","139"
"Henry County, Georgia","0500000US13151","230220","120932","1140","73541","12578","14785","13","151"
"Houston County, Georgia","0500000US13153","155469","77929","898","58965","9614","9532","13","153"
"Jackson County, Georgia","0500000US13157","70422","35660","770","73150","3564","3282","13","157"
"Lowndes County, Georgia","0500000US13185","116321","60786","782","34886","3735","5209","13","185"
"Muscogee County, Georgia","0500000US13215","194160","99490","859","47288","8185","9372","13","215"
"Newton County, Georgia","0500000US13217","109541","57247","1132","57344","3515","6443","13","217"
"Paulding County, Georgia","0500000US13223","164044","84051","1133","73084","7893","10876","13","223"
"Richmond County, Georgia","0500000US13245","201554","105450","870","39413","8676","9398","13","245"
"Rockdale County, Georgia","0500000US13247","90594","47832","1115","61222","5530","6021","13","247"
"Spalding County, Georgia","0500000US13255","66100","34219","913","42920","2097","3403","13","255"
"Troup County, Georgia","0500000US13285","70034","37072","860","44260","1945","2521","13","285"
"Walker County, Georgia","0500000US13295","69410","34443","751","42609","2302","3387","13","295"
"Walton County, Georgia","0500000US13297","93503","48576","971","66640","2925","4233","13","297"
"Whitfield County, Georgia","0500000US13313","104062","52441","706","45028","3998","3570","13","313"
"Hawaii County, Hawaii","0500000US15001","200983","102013","1126","57571","11744","15515","15","001"
"Honolulu County, Hawaii","0500000US15003","980080","487167","1726","84423","73762","83554","15","003"
"Kauai County, Hawaii","0500000US15007","72133","35650","1346","80921","5866","5618","15","007"
"Maui County, Hawaii","0500000US15009","167218","84936","1669","82885","11365","11387","15","009"
"Ada County, Idaho","0500000US16001","469966","234070","991","66405","39646","44661","16","001"
"Bannock County, Idaho","0500000US16005","87138","43619","695","50748","4261","5891","16","005"
"Bonneville County, Idaho","0500000US16019","116854","58016","817","58729","6521","8141","16","019"
"Canyon County, Idaho","0500000US16027","223499","112700","863","53374","7793","9562","16","027"
"Kootenai County, Idaho","0500000US16055","161505","82414","1001","55236","8121","10723","16","055"
"Twin Falls County, Idaho","0500000US16083","86081","42711","769","51196","2637","3795","16","083"
"Adams County, Illinois","0500000US17001","65691","33030","748","56699","3935","4900","17","001"
"Champaign County, Illinois","0500000US17019","209983","104723","815","52725","12238","14080","17","019"
"Cook County, Illinois","0500000US17031","5180493","2664027","1113","63353","391731","434143","17","031"
"DeKalb County, Illinois","0500000US17037","104143","53240","890","63085","7037","7667","17","037"
"DuPage County, Illinois","0500000US17043","928589","471873","1287","93750","96639","99085","17","043"
"Kane County, Illinois","0500000US17089","534216","267892","1155","79818","34912","37145","17","089"
"Kankakee County, Illinois","0500000US17091","110024","55256","864","51404","4655","4055","17","091"
"Kendall County, Illinois","0500000US17093","127915","65514","1555","89862","8938","8261","17","093"
"Lake County, Illinois","0500000US17097","700832","350345","1199","87133","56219","65467","17","097"
"LaSalle County, Illinois","0500000US17099","109430","54188","714","51838","4401","5100","17","099"
"McHenry County, Illinois","0500000US17111","308570","154613","1188","85275","22476","26011","17","111"
"McLean County, Illinois","0500000US17113","172828","88539","834","66256","14850","14629","17","113"
"Macon County, Illinois","0500000US17115","104712","54433","719","50066","4876","5342","17","115"
"Madison County, Illinois","0500000US17119","264461","135318","816","59987","14189","15708","17","119"
"Peoria County, Illinois","0500000US17143","180621","92803","799","56138","9985","13649","17","143"
"Rock Island County, Illinois","0500000US17161","143477","74204","791","52148","7064","8936","17","161"
"St. Clair County, Illinois","0500000US17163","261059","134107","845","59141","15236","15807","17","163"
"Sangamon County, Illinois","0500000US17167","195348","100527","838","61997","12794","15522","17","167"
"Tazewell County, Illinois","0500000US17179","132328","67322","743","60857","7230","8707","17","179"
"Vermilion County, Illinois","0500000US17183","76806","38491","675","43655","2002","3269","17","183"
"Will County, Illinois","0500000US17197","692310","348325","1160","85818","48890","50629","17","197"
"Williamson County, Illinois","0500000US17199","67056","33066","667","43568","3830","2541","17","199"
"Winnebago County, Illinois","0500000US17201","284081","145172","797","53345","12461","12928","17","201"
"Allen County, Indiana","0500000US18003","375351","191335","767","54260","21694","24104","18","003"
"Bartholomew County, Indiana","0500000US18005","82753","41591","912","62047","5332","6005","18","005"
"Boone County, Indiana","0500000US18011","66999","33732","988","81145","6332","6796","18","011"
"Clark County, Indiana","0500000US18019","117360","60521","828","56307","5651","6063","18","019"
"Delaware County, Indiana","0500000US18035","114772","59410","750","41662","4539","4895","18","035"
"Elkhart County, Indiana","0500000US18039","205560","104128","804","58350","8476","8748","18","039"
"Floyd County, Indiana","0500000US18043","77781","40137","802","66391","5657","4964","18","043"
"Grant County, Indiana","0500000US18053","65936","34722","651","44839","1292","2242","18","053"
"Hamilton County, Indiana","0500000US18057","330086","169204","1189","100209","36781","39448","18","057"
"Hancock County, Indiana","0500000US18059","76351","38950","883","71653","5296","6385","18","059"
"Hendricks County, Indiana","0500000US18063","167009","83570","1039","80582","14835","13195","18","063"
"Howard County, Indiana","0500000US18067","82366","42691","693","55868","3602","4912","18","067"
"Johnson County, Indiana","0500000US18081","156225","80104","890","68209","11170","11013","18","081"
"Kosciusko County, Indiana","0500000US18085","79344","39718","808","55253","3075","3882","18","085"
"Lake County, Indiana","0500000US18089","484411","249727","872","55154","21993","26961","18","089"
"LaPorte County, Indiana","0500000US18091","110007","51811","749","51584","4292","5782","18","091"
"Madison County, Indiana","0500000US18095","129641","65430","776","49615","4711","6719","18","095"
"Marion County, Indiana","0500000US18097","954670","495521","882","47780","64288","66821","18","097"
"Monroe County, Indiana","0500000US18105","146917","74798","895","47369","10967","9751","18","105"
"Morgan County, Indiana","0500000US18109","70116","35145","808","68338","2760","3055","18","109"
"Porter County, Indiana","0500000US18127","169594","85410","951","66476","9801","10147","18","127"
"St. Joseph County, Indiana","0500000US18141","270771","138967","795","54434","14376","19115","18","141"
"Tippecanoe County, Indiana","0500000US18157","193048","94061","842","50256","11546","13064","18","157"
"Vanderburgh County, Indiana","0500000US18163","180974","92669","778","50325","9995","11736","18","163"
"Vigo County, Indiana","0500000US18167","107386","52831","732","48961","5057","5102","18","167"
"Wayne County, Indiana","0500000US18177","65936","34484","652","44928","2374","2707","18","177"
"Black Hawk County, Iowa","0500000US19013","132408","67277","777","51920","8514","7679","19","013"
"Dallas County, Iowa","0500000US19049","90180","46048","1053","83990","8126","10653","19","049"
"Dubuque County, Iowa","0500000US19061","96854","48978","739","60225","5812","6948","19","061"
"Johnson County, Iowa","0500000US19103","151260","75582","983","63035","9307","13296","19","103"
"Linn County, Iowa","0500000US19113","225909","114334","713","64103","17418","19013","19","113"
"Polk County, Iowa","0500000US19153","487204","246722","883","68291","43325","44168","19","153"
"Pottawattamie County, Iowa","0500000US19155","93533","47818","848","55376","4279","4941","19","155"
"Scott County, Iowa","0500000US19163","173283","88190","794","58175","11943","14097","19","163"
"Story County, Iowa","0500000US19169","98105","47882","871","54586","7163","7693","19","169"
"Woodbury County, Iowa","0500000US19193","102539","51405","801","61516","4984","5720","19","193"
"Butler County, Kansas","0500000US20015","66765","32969","888","64898","3885","4471","20","015"
"Douglas County, Kansas","0500000US20045","121436","61526","968","54668","8638","10579","20","045"
"Johnson County, Kansas","0500000US20091","597555","303471","1109","86746","68580","70692","20","091"
"Leavenworth County, Kansas","0500000US20103","81352","38037","968","71071","4979","5261","20","103"
"Riley County, Kansas","0500000US20161","73703","34985","887","44697","4453","5013","20","161"
"Sedgwick County, Kansas","0500000US20173","513607","259061","788","55882","31706","33642","20","173"
"Shawnee County, Kansas","0500000US20177","177499","91043","843","52104","10729","13564","20","177"
"Wyandotte County, Kansas","0500000US20209","165324","83459","909","47285","5909","6608","20","209"
"Boone County, Kentucky","0500000US21015","131533","65593","979","77429","8052","10021","21","015"
"Bullitt County, Kentucky","0500000US21029","81069","40539","791","58119","2703","3163","21","029"
"Campbell County, Kentucky","0500000US21037","93152","48146","844","59524","6204","8176","21","037"
"Christian County, Kentucky","0500000US21047","71671","34671","857","38448","2703","2197","21","047"
"Daviess County, Kentucky","0500000US21059","101104","51629","775","50934","4846","4458","21","059"
"Fayette County, Kentucky","0500000US21067","323780","165622","915","54896","25277","26575","21","067"
"Hardin County, Kentucky","0500000US21093","110356","54538","816","50981","4529","4313","21","093"
"Jefferson County, Kentucky","0500000US21111","770517","398170","874","55851","53491","55249","21","111"
"Kenton County, Kentucky","0500000US21117","166051","84274","880","64441","13467","9952","21","117"
"McCracken County, Kentucky","0500000US21145","65346","34530","766","47764","3153","4357","21","145"
"Madison County, Kentucky","0500000US21151","92368","47147","744","52047","5822","4611","21","151"
"Oldham County, Kentucky","0500000US21185","66470","31721","807","102033","5664","5249","21","185"
"Warren County, Kentucky","0500000US21227","131264","66578","824","53601","7166","7825","21","227"
"Ascension Parish, Louisiana","0500000US22005","124672","63415","879","79495","6808","8620","22","005"
"Bossier Parish, Louisiana","0500000US22015","127185","65050","882","55922","7821","9457","22","015"
"Caddo Parish, Louisiana","0500000US22017","242922","128151","805","39077","10387","11810","22","017"
"Calcasieu Parish, Louisiana","0500000US22019","203112","105028","824","49113","8199","12040","22","019"
"East Baton Rouge Parish, Louisiana","0500000US22033","440956","230235","917","52947","26447","34477","22","033"
"Iberia Parish, Louisiana","0500000US22045","70941","36832","677","42994","2322","2933","22","045"
"Jefferson Parish, Louisiana","0500000US22051","434051","224080","947","50766","28117","31117","22","051"
"Lafayette Parish, Louisiana","0500000US22055","242782","124992","877","60071","15417","19505","22","055"
"Lafourche Parish, Louisiana","0500000US22057","98115","50927","810","50296","3012","4276","22","057"
"Livingston Parish, Louisiana","0500000US22063","139567","70989","988","64067","4910","9077","22","063"
"Orleans Parish, Louisiana","0500000US22071","391006","205751","993","38423","27819","32132","22","071"
"Ouachita Parish, Louisiana","0500000US22073","154475","79919","766","44059","7581","7729","22","073"
"Rapides Parish, Louisiana","0500000US22079","130562","66774","819","49175","6085","5660","22","079"
"St. Landry Parish, Louisiana","0500000US22097","82764","42495","621","32867","2206","2429","22","097"
"St. Tammany Parish, Louisiana","0500000US22103","258111","131854","1104","65392","19063","20730","22","103"
"Tangipahoa Parish, Louisiana","0500000US22105","133777","68626","822","48205","4860","6743","22","105"
"Terrebonne Parish, Louisiana","0500000US22109","111021","57707","821","52820","2919","4624","22","109"
"Androscoggin County, Maine","0500000US23001","107679","54590","774","49697","4942","5544","23","001"
"Aroostook County, Maine","0500000US23003","67111","34244","537","38233","3066","3959","23","003"
"Cumberland County, Maine","0500000US23005","293557","150719","1132","72452","30357","33488","23","005"
"Kennebec County, Maine","0500000US23011","122083","62826","728","51653","6545","8569","23","011"
"Penobscot County, Maine","0500000US23019","151096","75996","739","47217","8409","10964","23","019"
"York County, Maine","0500000US23031","206229","106066","974","66614","15188","17297","23","031"
"Allegany County, Maryland","0500000US24001","70975","33034","662","42068","2641","2817","24","001"
"Anne Arundel County, Maryland","0500000US24003","576031","290487","1595","97814","47256","50482","24","003"
"Baltimore County, Maryland","0500000US24005","828431","435695","1255","76182","58930","73515","24","005"
"Calvert County, Maryland","0500000US24009","92003","45782","1529","107884","5179","6897","24","009"
"Carroll County, Maryland","0500000US24013","168429","84869","1062","97430","12389","14436","24","013"
"Cecil County, Maryland","0500000US24015","102826","52031","1107","74452","5318","6544","24","015"
"Charles County, Maryland","0500000US24017","161503","83998","1694","94368","9071","12518","24","017"
"Frederick County, Maryland","0500000US24021","255648","129105","1443","95850","18920","21602","24","021"
"Harford County, Maryland","0500000US24025","253956","129787","1221","88603","18045","19243","24","025"
"Howard County, Maryland","0500000US24027","323196","165605","1657","116984","35562","33930","24","027"
"Montgomery County, Maryland","0500000US24031","1052567","543187","1746","108188","89034","105411","24","031"
"Prince George's County, Maryland","0500000US24033","909308","471683","1459","83034","54857","64840","24","033"
"St. Mary's County, Maryland","0500000US24037","112664","57141","1266","92250","8218","6860","24","037"
"Washington County, Maryland","0500000US24043","150926","73006","949","63126","6841","7662","24","043"
"Wicomico County, Maryland","0500000US24045","103195","54450","988","57249","4687","4625","24","045"
"Baltimore city, Maryland","0500000US24510","602495","319818","1057","51000","32700","37162","24","510"
"Barnstable County, Massachusetts","0500000US25001","213413","112230","1232","68902","17027","20670","25","001"
"Berkshire County, Massachusetts","0500000US25003","126348","64849","894","60476","7816","11077","25","003"
"Bristol County, Massachusetts","0500000US25005","564022","290908","895","66205","31022","38942","25","005"
"Essex County, Massachusetts","0500000US25009","790638","408769","1278","76604","62310","67550","25","009"
"Franklin County, Massachusetts","0500000US25011","70963","36562","889","59248","5257","6944","25","011"
"Hampden County, Massachusetts","0500000US25013","470406","242956","885","52372","25478","30207","25","013"
"Hampshire County, Massachusetts","0500000US25015","161355","86258","1103","76966","8777","13588","25","015"
"Middlesex County, Massachusetts","0500000US25017","1614714","824377","1676","100517","156271","165871","25","017"
"Norfolk County, Massachusetts","0500000US25021","705388","366553","1556","100356","62833","74526","25","021"
"Plymouth County, Massachusetts","0500000US25023","518132","265426","1296","90484","41016","47876","25","023"
"Suffolk County, Massachusetts","0500000US25025","807252","416790","1629","69985","71292","75277","25","025"
"Worcester County, Massachusetts","0500000US25027","830839","421001","1068","71853","62621","68972","25","027"
"Allegan County, Michigan","0500000US26005","117327","59174","872","61353","4398","6870","26","005"
"Bay County, Michigan","0500000US26017","103923","52632","649","50606","4184","4995","26","017"
"Berrien County, Michigan","0500000US26021","154141","78735","686","51262","10169","10333","26","021"
"Calhoun County, Michigan","0500000US26025","134487","68361","781","47204","6161","7337","26","025"
"Clinton County, Michigan","0500000US26037","79332","40198","838","69522","4807","6103","26","037"
"Eaton County, Michigan","0500000US26045","109826","55436","863","67195","7211","7356","26","045"
